Subject,age,race,race_7_TEXT,maritalstatus,education,yearseducation,english.as.a.first.language,if.not.english.then.what,english.comfort.talk,english.comfort.read,usstate,Children,Children_number,Siblings,Siblings_2_number,Church,Household income,employmentindustry,OverallHealth,BFI.1_1,BFI.1_2,BFI.1_3,BFI.1_4,BFI.1_5,BFI.1_6,BFI.1_7,BFI.1_8,BFI.1_9,BFI.1_10,BFI.2_1,BFI.2_2,BFI.2_3,BFI.2_4,BFI.2_5,BFI.2_6,BFI.2_7,BFI.2_8,BFI.2_9,BFI.2_10,BFI.3_1,BFI.3_2,BFI.3_3,BFI.3_4,BFI.3_5,BFI.3_6,BFI.3_7,BFI.3_8,BFI.3_9,BFI.3_10,BFI.4_1,BFI.4_2,BFI.4_3,BFI.4_4,BFI.4_5,BFI.4_6,BFI.4_7,BFI.4_8,BFI.4_9,BFI.4_10,BFI.5_1,BFI.5_2,BFI.5_3,BFI.5_4,BFI.5_5,BFI.5_6,BFI.5_7,BFI.5_8,BFI.5_9,BFI.5_10,BFI.6_1,BFI.6_2,BFI.6_3,BFI.6_4,BFI.6_5,BFI.6_6,BFI.6_7,BFI.6_8,BFI.6_9,BFI.6_10,BFI_E,BFI_A,BFI_C,BFI_N,BFI_O
233,59,Black or African American,,Married,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,New York,"Yes, I have ___ children",3,"Yes, I have ___ siblings",1,No,"$100,000 - $150,000","Management, professional, and related",Very good,5,5,1,5,1,5,5,1,5,5,1,1,5,1,5,1,5,5,1,5,5,1,1,5,3,1,5,1,5,1,1,5,5,1,5,1,1,5,1,5,5,1,5,5,1,5,1,1,1,1,3,5,2,2,1,5,5,3,1,5,58,56,55,17,58
234,58,Black or African American,,Married,Master's degree,17,Yes,,Very comfortable,Very comfortable,New Hampshire,"Yes, I have ___ children",3,"Yes, I have ___ siblings",4,Yes,"$100,000 - $150,000","Production, transportation, and material moving",Very good,5,5,2,4,3,4,5,1,4,4,2,3,5,3,4,4,5,5,3,4,5,3,3,5,2,3,5,3,5,3,4,4,4,3,5,3,3,5,3,4,5,3,5,5,4,5,2,3,3,3,4,5,5,3,4,5,5,3,3,5,45,46,50,28,43
235,57,White,,Divorced,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,New Hampshire,"Yes, I have ___ children",3,"Yes, I have ___ siblings",1,No,"$35,000 - $49,999","Production, transportation, and material moving",Fair,5,5,4,1,1,5,5,3,4,5,1,4,4,4,4,1,1,4,5,5,5,2,4,4,1,3,4,4,1,1,1,5,3,5,5,3,3,4,5,5,4,5,4,1,1,5,1,3,5,1,1,5,5,5,1,4,3,2,4,4,54,47,40,48,58
236,63,White,,Divorced,"Some college, no degree",13,Yes,,Very comfortable,Very comfortable,Georgia,No,0,"Yes, I have ___ siblings",3,No,"$75,000 - $99,999","Management, professional, and related",Good,5,5,1,5,1,2,5,1,5,5,1,1,5,1,5,1,1,3,1,5,4,1,1,5,1,1,4,1,5,1,1,5,4,1,5,1,1,5,1,5,4,2,5,5,1,5,1,1,3,1,1,5,5,1,1,5,5,1,1,5,55,58,57,14,60
237,63,White,,Single,"Some college, no degree",13,Yes,,Very comfortable,Very comfortable,Florida,No,0,"Yes, I have ___ siblings",1,No,"$50,000 - $74,999","Management, professional, and related",Good,2,2,1,3,1,2,2,3,4,4,2,2,4,1,4,4,2,4,3,4,4,1,4,3,1,4,3,2,5,1,4,4,4,2,5,2,4,4,1,2,3,4,3,4,1,2,3,2,3,2,2,4,4,1,2,3,3,4,1,4,34,38,43,23,51
238,73,White,,Married,Doctorate,12,Yes,,Very comfortable,Very comfortable,Maryland,"Yes, I have ___ children",2,"Yes, I have ___ siblings",7,No,"$75,000 - $99,999","Management, professional, and related",Good,3,5,1,3,2,4,5,1,5,5,1,3,5,2,5,4,2,5,4,4,5,1,1,5,3,2,5,1,4,1,4,5,5,4,5,3,1,5,1,3,4,1,5,5,2,3,1,1,1,4,5,5,5,2,1,3,4,1,3,5,39,56,60,29,50
239,55,White,,Single,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Florida,No,0,No,0,No,"$20,000 - $34,999","Construction, extraction, and maintenance",Fair,5,2,1,5,1,5,4,5,5,5,1,5,5,1,4,2,2,5,4,5,5,5,4,5,2,3,4,2,5,1,2,4,5,1,5,1,5,5,1,2,2,3,5,4,1,5,4,2,4,4,1,4,4,1,3,4,4,3,1,4,52,34,48,17,49
240,59,White,,Married,High school degree or equivalent,12,Yes,,Very comfortable,Very comfortable,Oregon,No,0,"Yes, I have ___ siblings",1,No,"$50,000 - $74,999","Management, professional, and related",Good,5,5,1,5,1,4,5,,5,5,1,1,5,1,5,1,1,5,1,4,3,1,1,5,1,3,5,1,5,1,1,5,5,1,5,1,1,5,1,5,5,1,5,5,1,5,1,1,5,2,3,5,5,1,1,5,5,1,1,5,53,60,55,12,58
241,59,White,,Divorced,"Some college, no degree",15,Yes,,Very comfortable,Very comfortable,Colorado,No,0,"Yes, I have ___ siblings",2,No,"$10,000 - $19,999",Service,Good,3,5,4,2,1,2,4,4,2,5,2,4,2,4,5,3,4,4,4,5,1,3,4,4,1,1,4,4,2,1,4,2,4,5,5,3,3,3,4,5,3,4,2,4,1,3,3,2,2,1,4,4,3,4,1,2,3,4,3,5,33,37,32,44,60
242,80,White,,Widowed,High school degree or equivalent,12,Yes,,Very comfortable,Very comfortable,Kentucky,"Yes, I have ___ children",1,"Yes, I have ___ siblings",3,Yes,"$35,000 - $49,999",Retired,Good,2,5,1,2,1,3,5,1,3,3,1,1,4,2,4,3,1,5,4,1,1,1,1,5,3,2,5,1,4,1,3,5,5,1,2,1,1,4,1,1,4,2,5,4,2,3,1,1,1,1,3,5,4,3,5,5,4,1,3,4,41,58,57,31,38
243,74,White,,Divorced,Professional degree,20,Yes,,Very comfortable,Very comfortable,Louisiana,"Yes, I have ___ children",1,"Yes, I have ___ siblings",1,No,"$35,000 - $49,999",Retired,Very good,4,5,1,5,1,4,5,1,5,5,1,1,5,1,5,2,1,4,1,5,3,1,1,5,1,1,5,1,5,1,2,5,4,1,5,2,1,5,1,5,4,1,5,3,1,4,1,1,5,1,4,5,5,1,1,4,5,1,1,4,47,60,58,14,59
244,38,Black or African American,,Married,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,New York,"Yes, I have ___ children",2,No,0,Yes,"$75,000 - $99,999","Management, professional, and related",Excellent,4,5,1,4,4,3,4,2,1,2,4,3,4,2,2,3,3,4,3,4,4,5,4,4,3,4,4,3,4,3,4,5,4,4,4,3,4,4,3,4,4,5,4,4,4,5,4,3,3,3,4,4,4,5,4,4,4,5,4,4,38,38,42,37,35
245,69,White,,Divorced,"Some college, no degree",14,Yes,,Very comfortable,Very comfortable,Texas,"Yes, I have ___ children",3,"Yes, I have ___ siblings",3,No,"$20,000 - $34,999",Retired,Good,5,5,1,5,1,3,5,1,5,5,1,1,5,1,4,4,1,5,1,5,3,1,1,5,5,2,5,1,5,1,2,5,5,1,5,2,1,5,1,5,5,1,5,5,1,5,1,1,5,1,1,5,5,1,1,5,5,1,1,5,50,60,60,12,55
246,63,White,,Single,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Texas,No,0,"Yes, I have ___ siblings",9,Yes,"$50,000 - $74,999","Management, professional, and related",Very good,3,5,1,5,1,2,5,1,5,5,1,1,5,1,3,3,1,5,1,5,3,1,1,5,1,1,3,1,5,1,3,5,5,1,5,3,2,5,1,5,3,1,5,5,1,3,1,1,5,1,3,5,5,1,1,4,3,1,1,4,40,55,60,12,57
247,65,White,,Living with a partner,Associate degree,14,Yes,,Very comfortable,Very comfortable,Missouri,No,0,"Yes, I have ___ siblings",1,Yes,"$50,000 - $74,999",Sales and office,Good,5,5,1,5,1,2,5,1,4,5,1,1,5,1,5,1,1,4,1,5,4,1,1,5,1,1,5,1,5,1,1,5,5,2,5,2,1,5,1,5,5,2,5,5,1,5,1,1,5,1,1,5,5,1,1,5,5,1,1,5,55,59,59,14,60
248,60,White,,Living with a partner,High school degree or equivalent,12,Yes,,Very comfortable,Comfortable,New Jersey,No,0,"Yes, I have ___ siblings",1,Yes,"$50,000 - $74,999",Sales and office,Fair,3,4,2,2,3,3,4,1,3,3,4,4,4,3,3,4,1,5,4,3,1,1,2,4,4,4,4,2,3,3,3,5,4,4,4,3,1,4,3,4,3,3,4,3,2,3,1,1,3,3,4,5,4,3,3,4,3,1,2,3,31,50,52,37,38
249,63,White,,Living with a partner,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Utah,"Yes, I have ___ children",1,No,0,Yes,"$100,000 - $150,000","Construction, extraction, and maintenance",Good,4,5,1,5,4,1,1,1,5,2,1,1,1,1,1,4,5,4,3,3,4,1,5,5,1,3,5,5,2,4,1,1,1,1,5,4,1,3,1,5,4,1,5,4,1,1,1,1,1,4,4,5,4,1,4,5,5,1,2,1,38,48,40,23,35
250,62,White,,Married,Bachelor's degree,14,Yes,,Very comfortable,Very comfortable,Maryland,"Yes, I have ___ children",0,"Yes, I have ___ siblings",4,No,"$100,000 - $150,000","Construction, extraction, and maintenance",Good,4,5,3,4,2,4,3,4,4,3,4,5,3,4,3,4,5,4,5,3,5,3,4,3,4,5,4,5,3,5,4,3,4,5,3,4,3,2,4,3,4,3,5,4,3,4,2,3,5,4,3,4,2,4,3,5,4,5,4,3,38,38,32,39,33
251,61,White,,Divorced,Master's degree,18,Yes,,Very comfortable,Very comfortable,Georgia,"Yes, I have ___ children",3,"Yes, I have ___ siblings",3,No,"$35,000 - $49,999",Unemployed,Very good,5,5,1,5,4,4,5,1,5,3,3,1,5,1,2,1,1,4,2,3,3,1,1,5,1,3,4,1,5,3,2,5,5,1,3,2,1,5,2,3,3,1,5,5,3,5,2,1,4,3,3,5,5,1,3,4,4,1,1,3,46,57,59,15,36
252,69,White,,Married,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Indiana,"Yes, I have ___ children",3,"Yes, I have ___ siblings",2,Yes,"$100,000 - $150,000",Service,Very good,5,5,1,5,5,5,5,1,5,5,1,1,5,1,4,1,1,5,1,5,5,1,1,5,1,1,5,1,4,1,1,5,5,1,5,1,1,5,1,5,5,5,5,5,1,4,1,1,5,1,1,5,4,1,1,4,4,5,1,5,58,55,55,13,55
253,61,"Other, please specify:",mixed,Married,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Texas,"Yes, I have ___ children",6,"Yes, I have ___ siblings",3,Yes,"$35,000 - $49,999",Service,Very good,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,4,2,3,3,3,2,3,3,3,2,2,3,4,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,37,34,39,37,36
254,69,White,,Married,Bachelor's degree,14,Yes,,Very comfortable,Very comfortable,Virginia,"Yes, I have ___ children",3,"Yes, I have ___ siblings",2,Yes,"$50,000 - $74,999",Sales and office,Excellent,5,5,1,5,4,4,5,1,4,4,1,1,4,2,4,4,1,5,1,4,5,1,1,4,4,1,5,1,5,1,1,4,4,1,4,1,1,5,1,1,5,1,3,4,1,1,1,1,1,1,4,5,5,1,1,4,5,1,1,5,48,59,56,20,46
255,66,White,,Married,Bachelor's degree,14,Yes,,Comfortable,Comfortable,Wisconsin,"Yes, I have ___ children",2,"Yes, I have ___ siblings",5,Yes,"$100,000 - $150,000",Sales and office,Good,4,3,5,4,2,3,5,4,3,5,4,3,2,4,3,5,4,2,3,5,4,5,3,2,3,4,3,2,5,4,4,3,4,3,5,4,3,2,4,3,4,5,3,2,4,,3,4,3,5,3,4,2,4,3,5,4,3,5,3,32,35,30,40,39
256,61,White,,Married,High school degree or equivalent,12,Yes,,Very comfortable,Very comfortable,Kentucky,"Yes, I have ___ children",2,"Yes, I have ___ siblings",2,Yes,"$50,000 - $74,999","Management, professional, and related",Good,4,5,1,4,1,4,4,1,4,4,2,2,4,1,4,1,1,4,2,4,4,1,1,4,1,1,4,1,4,2,1,4,4,1,4,1,1,4,1,4,4,4,4,4,2,4,2,2,2,2,1,4,4,1,1,4,3,2,2,4,53,49,52,22,51
257,62,White,,Divorced,Master's degree,20,Yes,,Very comfortable,Very comfortable,Minnesota,"Yes, I have ___ children",2,"Yes, I have ___ siblings",2,Yes,"$100,000 - $150,000","Management, professional, and related",Very good,5,3,1,4,1,5,4,1,5,4,1,1,5,2,3,1,2,3,2,5,5,1,1,5,3,1,4,1,5,3,1,4,4,1,5,2,3,5,1,2,5,2,5,4,3,5,4,1,5,2,1,4,5,1,3,4,4,3,1,3,58,46,55,16,43
258,67,White,,Married,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,New York,No,0,"Yes, I have ___ siblings",3,No,"$75,000 - $99,999",Retired,Fair,,3,3,2,1,1,4,,2,5,5,2,2,5,5,,3,3,4,4,1,1,5,3,1,4,4,3,2,1,5,3,3,5,4,4,3,3,5,4,1,1,1,2,1,1,2,2,1,1,3,4,3,5,1,1,1,1,3,4,14,43,31,51,56
259,67,Black or African American,,Married,Master's degree,19,Yes,,Very comfortable,Very comfortable,Ohio,"Yes, I have ___ children",3,"Yes, I have ___ siblings",2,Yes,"$75,000 - $99,999",Sales and office,Very good,4,5,1,4,4,5,5,1,5,5,2,1,5,4,4,4,1,5,4,5,4,1,4,5,1,1,5,1,4,4,5,5,5,2,5,2,1,5,4,5,5,1,5,5,2,5,1,1,4,4,4,5,5,1,2,5,5,1,5,5,46,60,57,29,48
260,66,White,,Married,Bachelor's degree,17,Yes,,Very comfortable,Very comfortable,Kentucky,"Yes, I have ___ children",4,"Yes, I have ___ siblings",4,Yes,"$100,000 - $150,000","Management, professional, and related",Very good,5,5,1,5,1,2,5,1,5,5,1,1,5,3,4,4,4,5,2,4,2,1,1,5,1,1,5,1,5,1,3,5,5,2,5,3,1,5,1,4,5,1,5,5,1,4,1,1,4,1,3,5,5,1,1,5,5,2,3,4,44,57,59,19,56
261,66,White,,Divorced,Master's degree,20,Yes,,Very comfortable,Very comfortable,Arkansas,"Yes, I have ___ children",4,"Yes, I have ___ siblings",3,Yes,"Over $150,000",Retired,Fair,2,5,1,5,3,5,5,1,5,5,2,1,5,1,5,5,5,5,3,3,1,1,1,5,1,5,5,3,5,5,5,5,5,2,5,1,5,5,1,5,5,3,5,5,1,3,3,1,3,1,5,5,5,1,3,4,5,2,1,5,33,48,57,17,50
262,37,White,,Married,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Colorado,"Yes, I have ___ children",3,"Yes, I have ___ siblings",3,Yes,"$100,000 - $150,000",Service,Very good,4,4,2,4,3,4,4,1,4,5,4,2,4,2,5,4,4,5,4,4,4,5,3,4,4,3,4,2,4,2,2,4,4,4,4,5,2,4,5,4,4,4,5,4,4,4,5,2,4,4,4,4,5,2,3,4,4,2,4,4,38,38,51,33,42
263,59,White,,Married,Associate degree,14,Yes,,Very comfortable,Very comfortable,Minnesota,No,0,"Yes, I have ___ siblings",3,No,"$35,000 - $49,999","Management, professional, and related",Fair,2,5,1,4,4,3,5,1,5,4,1,1,5,1,5,5,1,5,1,1,4,1,1,5,1,1,5,1,5,2,5,5,5,3,1,1,1,5,1,3,5,1,5,4,1,1,1,1,5,4,1,5,5,1,4,4,4,1,1,4,41,59,60,16,38
264,65,White,,Single,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Florida,No,0,"Yes, I have ___ siblings",2,No,"$10,000 - $19,999",Retired,Good,1,2,4,5,1,2,4,2,5,5,4,4,5,1,4,5,4,4,2,5,2,2,1,5,1,5,4,2,5,1,5,3,1,1,5,2,3,5,2,5,3,4,5,5,1,2,4,3,5,3,4,4,5,1,1,2,4,1,1,4,23,36,48,14,56
265,75,White,,Married,Master's degree,18,Yes,,Very comfortable,Very comfortable,Washington,"Yes, I have ___ children",2,"Yes, I have ___ siblings",2,No,"Over $150,000",Retired,Excellent,4,5,1,4,1,3,5,1,4,5,2,2,5,1,5,2,2,5,2,5,3,1,1,5,1,2,5,1,5,1,2,5,5,2,5,3,2,4,2,5,4,2,5,4,1,3,2,1,4,1,3,5,5,1,1,4,4,1,1,5,43,54,59,19,60
266,64,White,,Widowed,Bachelor's degree,17,Yes,,Very comfortable,Very comfortable,North Carolina,"Yes, I have ___ children",2,"Yes, I have ___ siblings",2,No,"$20,000 - $34,999","Management, professional, and related",Very good,4,4,2,4,2,4,4,2,4,4,2,2,4,2,4,2,2,3,2,4,4,2,2,4,2,2,4,2,4,2,2,4,3,2,4,2,2,4,2,4,4,2,4,4,2,4,2,2,4,2,2,4,4,2,2,4,4,2,2,4,48,48,46,24,48
267,66,Black or African American,,Divorced,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,North Carolina,"Yes, I have ___ children",3,"Yes, I have ___ siblings",3,Yes,"$50,000 - $74,999",Retired,Good,2,2,1,3,4,1,5,1,4,4,4,2,5,1,5,4,2,5,2,2,5,1,1,4,1,1,3,2,5,3,3,4,4,2,4,2,1,5,1,3,4,1,5,4,2,3,1,1,3,3,4,5,5,1,4,3,4,1,1,4,36,51,58,21,41
268,61,White,,Single,,14,Yes,,Very comfortable,Very comfortable,Tennessee,"Yes, I have ___ children",1,"Yes, I have ___ siblings",7,No,"$50,000 - $74,999","Management, professional, and related",Excellent,5,5,1,4,5,2,5,2,5,4,1,4,5,1,1,4,4,5,4,4,1,1,1,5,2,1,4,1,5,5,4,5,5,2,4,4,2,5,1,2,5,4,5,4,5,5,4,1,4,2,5,5,5,1,4,5,4,1,2,1,40,45,59,20,29
269,62,White,,Divorced,Bachelor's degree,17,Yes,,Very comfortable,Very comfortable,Maryland,,0,"Yes, I have ___ siblings",2,No,"$100,000 - $150,000","Management, professional, and related",Poor,5,5,5,4,1,4,5,2,4,5,4,2,2,3,4,2,5,1,3,5,5,1,5,4,1,5,5,5,4,1,1,5,1,5,5,1,1,4,5,5,1,4,2,5,1,5,4,4,2,1,2,5,4,5,1,4,3,5,5,5,45,47,24,39,59
270,61,White,,Married,High school degree or equivalent,12,Yes,,Very comfortable,Very comfortable,Illinois,"Yes, I have ___ children",2,"Yes, I have ___ siblings",4,Yes,"$75,000 - $99,999",Unemployed,Very good,4,5,1,4,2,4,5,1,4,4,2,4,5,1,5,4,5,5,4,1,4,1,1,5,3,2,5,1,4,4,4,5,5,4,2,2,2,5,1,2,3,3,5,4,3,2,2,1,2,2,2,5,5,1,3,4,4,1,1,3,41,48,60,25,36
271,67,White,,Married,High school degree or equivalent,12,Yes,,Very comfortable,Very comfortable,Florida,"Yes, I have ___ children",3,"Yes, I have ___ siblings",1,No,"$75,000 - $99,999",Retired,Fair,4,5,1,5,1,2,4,1,5,5,1,2,5,1,4,3,2,4,1,5,4,2,1,5,1,4,4,1,5,2,4,4,4,1,5,2,2,5,1,5,4,2,4,5,1,3,2,2,5,1,2,4,5,1,1,3,4,2,1,5,40,49,55,12,58
272,61,White,,Divorced,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Michigan,"Yes, I have ___ children",2,"Yes, I have ___ siblings",2,No,"$75,000 - $99,999","Management, professional, and related",Very good,3,4,1,4,4,3,5,1,4,4,2,2,5,2,2,3,2,5,4,4,3,1,2,4,2,2,2,1,4,4,4,4,5,4,4,4,1,5,4,4,3,2,5,4,4,3,2,1,2,2,2,5,5,2,2,3,4,4,2,2,37,50,56,32,38
273,66,White,,Divorced,Master's degree,18,Yes,,Very comfortable,Very comfortable,Virginia,"Yes, I have ___ children",1,"Yes, I have ___ siblings",1,No,"$35,000 - $49,999",Sales and office,Good,4,4,5,4,2,4,3,5,3,5,2,4,4,4,4,4,3,2,4,3,3,2,4,3,3,2,2,4,3,3,4,2,1,3,3,2,4,4,3,4,2,4,4,3,3,4,4,5,2,3,3,4,4,4,2,3,3,4,4,4,39,33,28,40,43
274,65,White,,Married,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Michigan,"Yes, I have ___ children",1,"Yes, I have ___ siblings",4,No,"$50,000 - $74,999",Retired,Very good,5,5,1,2,1,4,5,1,4,5,1,2,5,2,5,2,5,5,4,5,5,2,1,5,1,3,2,1,2,1,1,5,5,4,5,1,2,5,2,5,4,2,5,3,1,5,1,1,4,2,1,5,5,1,1,5,4,1,1,5,55,48,60,30,59
275,60,"Other, please specify:",human,Single,Doctorate,24,Yes,,Very comfortable,Very comfortable,Texas,No,0,"Yes, I have ___ siblings",2,No,"$35,000 - $49,999","Management, professional, and related",Very good,5,4,2,4,1,4,4,1,4,5,1,2,4,2,5,2,2,4,3,5,4,3,2,5,1,1,4,2,5,1,2,4,4,1,5,1,4,5,1,5,5,2,4,5,1,4,2,2,5,1,3,3,5,1,1,4,4,1,1,5,52,44,52,17,60
276,67,White,,Widowed,Master's degree,22,Yes,,Very comfortable,Very comfortable,New York,"Yes, I have ___ children",3,"Yes, I have ___ siblings",4,Yes,"$35,000 - $49,999",Unemployed,Fair,3,5,3,5,1,2,5,3,4,5,2,2,4,2,5,4,1,3,1,5,4,1,3,4,1,5,5,3,5,1,3,5,3,2,5,3,1,4,1,5,3,1,4,5,1,2,1,3,5,1,2,5,3,1,1,4,5,3,2,5,35,59,39,17,60
277,71,Black or African American,,Divorced,"Some college, no degree",13,Yes,,Very comfortable,Very comfortable,Georgia,"Yes, I have ___ children",4,"Yes, I have ___ siblings",1,Yes,"$10,000 - $19,999",Retired,Fair,1,5,1,1,5,4,5,1,2,5,4,1,5,5,5,5,5,5,5,5,1,5,1,2,2,5,4,1,5,4,5,5,5,5,5,4,1,5,5,5,2,5,5,1,5,1,1,5,1,4,4,5,5,5,1,4,4,1,5,5,22,46,56,54,45
278,64,White,,Married,High school degree or equivalent,12,Yes,,Very comfortable,Very comfortable,New York,"Yes, I have ___ children",2,"Yes, I have ___ siblings",2,Yes,"$50,000 - $74,999",Retired,Good,5,5,2,3,5,4,5,2,2,5,1,4,4,2,5,2,1,4,4,5,4,1,4,4,1,4,4,2,3,2,4,5,3,4,5,2,3,5,1,5,2,4,5,4,1,4,1,2,2,5,2,5,5,1,1,4,3,2,4,5,44,49,48,34,51
279,60,White,,Single,"Some college, no degree",13,Yes,,Very comfortable,Very comfortable,Pennsylvania,"Yes, I have ___ children",1,"Yes, I have ___ siblings",4,No,"$75,000 - $99,999","Management, professional, and related",Very good,5,4,3,4,2,4,3,3,4,5,2,1,4,2,4,3,2,2,2,5,5,2,2,4,2,3,2,3,4,2,1,3,3,2,5,2,3,4,1,3,3,3,4,4,2,4,2,3,5,2,2,4,4,1,1,5,4,2,2,4,49,43,41,21,51
