"item1","item2","item3","item4","item5","item6","item7","item8","item9","item10","item11","item12","item13","item14","item15","item16","item17","item18","item19","item20","item21","item22","item23","item24","item25","item26","item27","item28","item29","item30","item31","item32","item33","item34","item35","item36","item37","item38","item39","item40","item41","item42","item43","item44","item45","item46","item47","item48","item49","item50","item51","item52","item53","item54","item55","item56","item57","item58","item59","item60","item61","item62","item63","item64","item65","item66","item67","item68","item69","item70","item71","item72","item73","item74","item75","item76","item77","item78","item79","item80","item81","item82","item83","item84","item85","item86","item87","item88","item89","item90","item91","item92","item93","item94","item95","item96","item97","item98","item99","item100","NA","NA","NA","NA","NA","NA"
3,2,2,5,2,2,4,2,2,5,4,5,4,2,2,4,4,2,3,2,2,4,4,4,3,2,2,4,4,4,3,3,2,2,2,4,4,3,4,4,4,2,4,2,1,3,4,2,4,2,1,2,4,3,2,2,4,4,2,3,4,4,2,4,4,2,4,3,2,2,4,2,4,2,2,2,4,3,3,2,2,4,4,2,4,3,2,4,4,4,2,2,2,3,5,2,4,4,5,5,46,59,56,34,38,55
4,5,4,5,2,2,4,4,3,4,4,1,3,3,2,2,1,2,3,5,5,4,1,1,5,5,3,4,2,5,4,4,4,4,3,4,5,5,2,2,2,2,3,5,4,4,4,2,4,5,2,4,1,4,3,4,4,4,2,3,5,5,4,2,2,3,5,5,5,5,3,2,4,5,3,5,2,3,4,5,1,5,2,2,4,4,5,4,1,2,4,5,2,4,5,2,3,3,1,2,40,37,62,53,74,64
1,2,4,5,2,2,4,4,4,4,2,4,5,2,4,1,2,2,4,4,4,4,5,2,5,5,2,5,2,2,4,3,5,2,1,4,2,2,5,3,1,2,4,4,5,5,5,3,2,5,1,5,2,2,2,4,4,2,1,4,2,5,4,1,2,4,2,2,5,5,2,4,5,4,4,5,2,2,4,4,2,4,4,5,1,2,4,2,2,3,5,3,4,4,4,3,3,2,4,4,48,39,57,61,55,52
3,4,2,2,3,2,4,5,2,4,4,2,3,5,3,3,4,3,4,5,3,4,2,1,5,5,4,5,3,2,3,5,3,4,5,5,4,5,4,5,4,3,4,5,1,4,4,3,5,4,1,2,5,1,5,4,2,4,5,5,5,4,4,5,4,3,4,4,3,2,3,3,4,4,2,2,4,4,4,4,4,3,5,5,4,5,2,5,3,3,4,2,2,4,3,4,4,5,5,2,49,61,58,42,70,65
5,2,3,2,3,2,4,5,2,3,4,2,4,4,2,2,3,5,4,2,5,2,2,3,4,4,4,5,2,2,3,4,4,2,3,4,5,4,4,2,2,4,5,4,5,3,4,5,5,2,1,2,2,3,4,4,4,2,1,3,4,4,3,2,4,3,5,4,5,4,4,2,5,2,3,4,2,3,5,5,2,3,3,2,4,4,2,3,3,3,4,2,4,2,2,2,4,4,2,3,48,44,43,53,56,70
5,4,1,3,3,2,3,5,1,5,5,5,5,5,3,4,5,1,5,4,2,3,4,2,4,4,2,4,3,2,2,3,1,4,4,3,4,4,4,3,4,1,4,4,1,1,2,2,4,2,1,4,4,2,4,3,2,5,5,3,4,4,4,5,4,1,4,2,2,2,2,2,2,2,1,4,3,2,4,3,1,2,5,5,3,5,1,5,5,1,4,4,4,4,2,1,5,3,2,2,35,60,58,31,58,61
4,4,4,3,3,2,4,4,1,4,4,5,4,4,2,2,2,4,5,4,5,2,3,4,4,5,3,2,3,4,2,4,2,2,4,4,4,5,2,3,2,4,4,5,2,2,4,3,4,4,1,2,2,4,4,4,2,4,4,4,3,4,4,4,2,2,4,5,3,2,2,2,2,4,3,2,4,4,4,4,4,3,3,5,4,4,2,2,2,3,4,4,4,2,1,3,4,2,4,2,57,45,41,44,68,60
4,4,2,4,3,2,2,5,3,4,3,2,4,4,2,4,4,2,5,3,4,5,1,1,1,4,2,5,4,4,3,5,2,4,2,4,4,5,4,5,2,3,3,4,3,5,2,3,2,4,1,5,3,2,4,4,3,4,3,3,4,5,2,5,4,3,5,3,4,5,4,3,4,4,2,5,3,3,4,4,2,3,4,4,4,5,2,3,4,3,3,3,3,4,3,3,4,2,4,3,45,49,70,41,66,56
3,4,4,4,3,2,2,5,4,2,4,2,4,4,3,4,4,3,4,4,2,2,4,2,4,4,4,4,2,3,3,3,4,4,4,4,4,4,3,4,2,2,4,4,3,5,4,3,3,4,3,3,3,3,3,3,4,4,2,3,4,4,2,4,4,2,4,3,4,2,4,2,4,3,4,4,3,3,4,3,3,2,4,4,4,3,3,4,2,1,4,4,3,4,4,2,3,4,3,2,41,53,56,53,59,58
3,1,2,3,4,2,4,3,2,3,4,3,4,3,3,5,4,4,2,4,3,2,1,2,4,4,3,4,4,2,4,3,3,2,3,4,5,4,2,1,4,3,5,4,2,4,4,5,5,1,2,2,4,4,4,3,4,4,3,4,4,4,2,4,4,5,5,3,4,3,4,3,5,1,1,2,2,3,4,3,2,3,4,4,3,2,2,2,4,2,4,3,2,4,2,3,4,4,2,3,53,55,48,39,46,65
5,3,4,5,5,2,4,4,4,4,4,3,4,3,2,4,4,2,4,4,4,2,4,2,4,2,4,4,4,2,5,4,3,4,3,5,5,4,4,4,2,2,3,4,2,5,4,4,4,3,2,4,4,4,2,4,3,4,2,4,4,3,4,4,4,3,3,3,4,4,5,4,4,4,4,4,3,2,2,4,3,4,4,4,2,2,4,4,4,2,4,4,3,4,4,4,4,3,4,3,49,60,64,54,55,59
5,2,3,1,1,1,3,4,5,3,5,5,5,3,1,4,1,4,5,3,5,2,3,5,4,3,4,4,2,1,5,4,5,2,2,4,5,2,3,3,1,1,5,3,4,2,4,4,4,2,2,4,2,3,1,2,4,2,5,5,5,3,4,5,3,4,5,4,2,3,4,4,5,2,5,5,4,4,4,2,4,1,5,5,5,3,3,1,5,2,5,3,5,3,4,3,5,2,5,3,55,51,45,59,45,71
4,2,3,1,2,5,4,4,2,2,5,2,4,2,3,2,4,2,4,3,4,1,2,5,5,2,1,3,2,4,4,4,4,2,5,3,5,5,4,3,5,4,4,1,4,1,5,4,2,2,3,2,1,4,1,2,2,3,4,2,4,4,4,2,4,5,4,1,4,2,5,5,2,2,4,1,5,4,1,2,4,2,4,3,5,5,2,2,4,4,4,2,4,2,4,5,5,3,5,3,61,61,31,52,43,57
3,2,2,2,2,5,3,4,3,4,4,3,4,4,3,5,2,5,4,5,5,3,5,4,3,5,2,5,3,4,3,5,1,2,5,4,3,3,5,4,1,4,5,5,2,2,5,5,2,2,1,3,4,5,4,4,4,3,4,3,4,5,5,3,4,4,4,5,3,2,5,4,5,3,2,4,2,4,4,5,2,2,3,3,3,4,2,4,2,4,5,5,2,3,5,3,1,5,4,3,64,56,51,44,66,59
3,3,4,4,1,4,2,4,3,4,2,4,4,3,3,2,3,4,4,4,4,3,2,3,3,2,3,4,3,5,3,4,3,4,1,5,5,5,3,4,2,2,4,3,3,4,3,5,3,2,2,5,4,4,3,4,3,4,3,5,4,4,3,3,2,3,4,4,4,4,3,5,3,4,3,5,1,5,3,4,4,4,4,5,4,4,2,4,2,4,4,4,3,3,2,4,5,5,5,4,67,38,61,50,58,56
4,4,2,2,3,4,3,3,4,3,4,2,4,3,4,3,3,2,4,4,3,2,3,4,2,3,3,3,3,4,4,4,3,2,3,4,4,3,3,4,3,3,4,3,3,3,4,3,5,3,2,2,4,4,3,2,4,3,3,4,3,4,3,4,3,3,2,3,3,3,3,3,4,2,3,2,4,3,4,3,4,2,4,4,3,2,2,2,3,3,3,2,3,3,4,2,3,4,2,3,52,54,43,49,48,56
4,4,2,2,3,4,4,3,3,2,4,2,4,2,2,2,5,4,3,2,2,2,4,5,2,4,3,3,4,4,3,3,2,1,4,2,5,2,4,4,3,3,4,1,1,3,2,3,4,3,2,1,4,4,3,2,4,1,4,3,3,2,4,2,5,2,3,2,2,2,5,3,3,2,4,1,4,2,4,4,2,3,4,2,5,1,3,3,5,2,4,2,3,1,4,4,4,2,2,3,49,64,33,43,39,58
4,3,2,4,3,4,1,4,3,2,4,5,4,3,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,2,3,2,3,2,4,3,2,3,4,3,2,4,4,2,4,4,4,4,4,2,4,4,4,5,4,4,2,4,5,4,4,4,4,4,2,3,4,4,4,2,3,4,2,2,4,3,4,2,2,3,2,4,3,4,4,2,4,2,2,3,3,2,3,2,4,4,4,2,4,57,53,55,46,54,55
3,2,4,2,4,4,2,4,4,2,2,5,4,4,2,3,2,4,5,4,4,3,2,3,2,3,4,4,2,3,4,4,3,2,2,4,3,4,4,2,3,4,5,4,2,3,4,2,4,2,2,2,2,4,4,4,4,2,2,2,4,4,2,3,2,4,2,3,3,4,4,2,4,3,4,2,3,4,3,4,2,3,3,4,2,2,2,2,3,4,4,4,3,4,4,4,2,3,3,4,57,44,43,49,55,55
4,2,1,4,4,4,5,4,2,4,2,1,2,4,3,4,3,2,2,4,2,3,4,2,5,4,2,5,4,4,4,4,3,3,3,3,4,2,2,4,2,3,3,4,1,3,2,4,5,2,3,3,3,5,5,3,3,4,2,5,4,4,3,3,4,3,3,3,2,2,2,2,5,4,1,3,4,4,5,2,2,3,4,2,5,3,2,4,4,4,5,4,1,3,3,2,3,3,4,3,50,50,55,33,53,66
4,3,2,3,2,3,3,3,4,2,4,4,3,4,3,3,3,4,4,4,4,3,3,3,4,3,4,3,2,2,2,3,4,3,2,4,3,4,4,4,3,3,4,3,3,3,4,4,5,4,2,2,4,4,3,3,4,4,2,2,4,3,4,4,3,4,4,4,4,3,4,4,3,3,3,3,3,2,3,3,4,2,4,4,2,4,2,4,2,4,4,2,4,2,4,4,2,3,4,4,55,49,48,55,53,55
4,4,2,3,2,3,4,4,3,2,4,4,3,4,2,2,4,4,3,2,2,5,2,3,3,5,3,4,3,2,4,3,2,1,3,4,5,4,3,2,4,4,4,4,2,4,3,3,4,5,3,2,2,3,3,2,4,3,4,5,3,4,2,2,4,3,4,2,2,4,4,3,3,4,2,3,4,4,4,4,2,1,4,3,2,3,2,2,3,4,3,2,2,3,4,3,4,5,2,4,55,54,43,38,56,56
4,4,4,3,2,3,4,4,4,4,4,3,4,3,4,4,4,3,3,4,2,4,2,2,2,3,5,3,2,3,4,4,4,3,3,3,5,4,3,4,2,3,3,3,4,5,4,3,3,4,4,4,3,3,4,3,4,3,2,3,5,4,3,4,3,2,3,3,2,2,4,3,5,4,4,2,3,2,4,2,4,4,4,3,4,3,3,4,3,3,5,3,2,3,2,3,3,4,3,4,45,47,56,56,55,62
3,3,4,3,2,3,3,4,3,4,4,4,4,3,4,3,4,3,3,3,4,3,2,4,5,4,3,4,2,3,4,3,3,2,3,4,4,4,4,4,3,2,4,3,3,3,3,3,3,2,2,3,3,3,3,4,4,4,4,5,3,4,3,4,3,2,3,3,3,4,3,4,4,2,2,3,3,3,2,3,2,2,4,4,3,2,3,3,3,2,2,3,3,3,2,3,4,3,4,4,52,48,52,50,50,53
3,4,2,4,2,3,4,5,5,4,4,4,3,4,2,4,4,2,4,4,3,2,2,2,2,5,2,4,3,2,4,5,4,3,2,3,2,4,4,4,3,2,4,4,2,4,3,4,2,4,1,4,3,3,3,4,2,2,4,2,4,4,3,3,4,3,4,4,4,4,3,3,2,4,2,5,2,3,2,4,2,3,3,5,2,3,2,4,4,3,2,4,3,3,2,2,3,3,4,3,46,48,57,43,66,47
4,4,3,4,2,3,2,4,4,5,4,3,2,3,2,3,4,2,4,3,4,3,4,3,5,5,4,4,2,5,2,3,4,4,4,4,1,3,5,3,2,2,4,2,2,4,2,2,3,4,2,4,2,4,1,2,4,4,2,4,3,4,2,3,4,2,2,2,2,4,4,5,3,3,2,3,5,2,1,4,4,4,4,4,2,4,4,4,2,1,2,4,3,4,3,4,4,4,4,4,50,50,60,51,54,41
4,4,3,4,2,3,5,5,4,2,5,2,4,5,3,1,1,2,5,2,2,3,4,1,2,4,2,4,1,3,5,4,2,2,5,5,3,5,4,2,2,1,5,2,2,4,4,2,1,2,1,3,4,4,5,2,2,4,5,2,4,4,4,4,2,1,4,2,4,2,4,2,5,2,1,4,4,2,2,2,2,2,4,2,4,3,2,4,2,2,5,4,2,3,2,4,4,4,4,2,38,51,48,40,52,63
3,2,3,4,2,3,2,4,3,2,2,3,4,2,4,3,4,3,4,3,2,4,3,3,4,2,3,4,2,4,4,4,4,4,4,3,3,3,4,5,3,2,3,4,4,4,4,4,2,2,2,4,4,3,2,4,3,4,2,3,4,4,2,5,4,2,5,4,4,2,4,2,3,3,4,3,4,3,3,4,3,2,3,4,3,2,3,5,2,2,2,2,4,4,4,4,4,4,2,4,48,51,59,52,49,51
4,4,4,3,3,3,3,5,2,3,4,4,3,4,3,2,3,3,4,3,3,4,3,3,1,4,4,4,3,4,3,3,3,4,2,4,5,3,4,4,2,3,3,3,3,4,4,3,3,3,3,2,3,3,4,3,3,3,4,3,2,4,3,3,4,3,3,3,3,4,3,3,3,4,3,2,3,3,3,3,3,2,4,3,4,3,2,4,2,3,4,1,2,2,3,3,4,4,3,2,51,50,50,48,53,52
3,3,5,2,4,3,3,5,5,2,5,4,3,4,5,4,2,4,4,5,5,2,1,1,3,5,2,4,4,5,4,5,3,1,5,3,3,4,4,3,4,3,3,4,1,2,1,4,2,2,1,1,5,4,5,4,3,5,4,5,5,4,4,3,2,3,1,4,5,5,2,5,3,4,1,2,3,5,4,5,2,2,4,3,2,4,2,2,1,3,5,4,4,4,2,3,5,3,5,3,58,49,44,52,66,53
5,4,3,3,4,3,4,4,2,3,4,4,3,2,2,3,4,4,4,4,4,2,4,4,4,4,4,4,2,4,3,3,3,4,5,4,5,4,2,4,2,3,3,4,1,2,5,4,5,4,2,2,3,3,2,3,3,4,5,4,4,3,2,3,4,3,4,4,3,2,4,4,4,2,2,1,4,4,3,4,2,2,4,4,4,5,2,4,4,2,2,4,2,2,5,5,5,5,5,5,59,63,45,39,58,59
5,3,2,4,4,3,1,4,4,1,5,3,4,4,2,3,4,4,3,3,4,4,4,4,4,4,4,4,2,5,2,4,4,2,5,4,5,4,2,1,4,4,5,4,3,4,4,4,5,3,4,2,3,4,4,4,4,1,4,4,4,4,3,1,3,5,4,2,3,4,5,5,4,4,4,2,4,1,4,4,4,1,5,3,5,5,3,3,3,2,5,3,4,2,5,5,4,2,4,5,60,64,39,54,59,64
4,3,4,4,4,3,3,5,4,3,4,5,5,4,1,2,5,5,5,2,2,4,5,4,4,4,4,4,4,5,4,4,4,2,3,5,5,3,4,4,2,3,5,2,3,4,5,5,2,3,1,3,4,5,4,4,4,4,4,5,5,4,1,3,5,4,5,4,4,2,5,1,5,1,2,2,2,5,4,5,4,2,5,4,5,4,2,3,3,4,5,3,3,2,3,2,5,5,5,3,65,63,48,47,55,70
4,3,4,3,5,3,3,4,3,2,5,5,4,4,4,2,4,2,4,4,4,3,5,2,4,4,4,4,4,3,3,4,3,1,4,5,5,5,3,4,3,2,3,4,4,4,4,4,4,5,3,2,5,4,3,4,4,1,5,5,4,3,2,2,4,2,3,3,4,4,4,1,4,4,4,3,4,2,3,2,4,1,5,1,4,3,2,1,2,3,2,5,4,3,5,4,5,5,5,4,48,68,40,56,61,57
4,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,4,2,4,3,2,1,3,4,4,1,4,2,2,2,3,4,2,4,3,5,4,2,1,2,3,3,4,2,4,3,1,3,4,2,2,2,4,2,4,2,2,4,3,4,4,3,3,2,3,4,2,3,2,4,4,2,4,2,2,2,2,4,4,3,2,3,3,4,3,3,3,2,3,4,3,4,2,2,2,3,3,1,2,44,39,37,40,55,52
4,2,3,2,2,2,2,3,3,4,4,4,3,4,4,2,4,2,3,3,4,2,5,4,2,2,4,4,3,3,3,2,4,3,3,4,4,3,4,4,4,2,4,3,2,4,4,4,4,2,3,3,4,4,2,2,4,3,4,3,4,4,4,4,4,1,2,3,4,4,5,3,5,2,3,2,3,3,2,2,4,1,4,3,4,2,2,4,4,1,4,2,3,3,5,3,4,3,5,4,46,62,49,55,41,52
4,4,4,3,2,2,5,5,3,2,5,3,3,4,4,2,2,1,4,3,2,5,2,5,4,4,1,4,1,5,4,3,4,3,5,4,4,2,4,5,2,1,3,2,2,5,4,4,5,5,1,2,3,4,3,1,3,4,2,3,4,4,4,3,4,1,5,4,2,5,4,1,5,2,1,1,4,2,5,4,2,3,5,2,2,2,4,2,2,1,4,2,1,4,4,2,4,4,1,3,41,51,53,42,51,64
4,3,2,4,2,2,4,5,4,3,5,5,2,3,4,2,5,4,4,5,4,3,4,2,2,5,2,4,2,2,5,5,3,3,4,4,2,4,4,3,2,3,4,5,2,5,4,4,2,5,3,4,3,3,4,5,3,3,4,5,4,4,3,2,5,4,4,4,2,3,4,4,4,5,3,3,4,3,4,4,2,2,5,5,2,3,3,4,5,4,5,4,3,4,3,5,4,3,5,4,59,61,52,47,69,56
4,2,4,4,2,2,4,4,4,2,4,3,4,4,4,5,4,3,4,3,3,2,4,4,5,4,4,4,2,4,4,2,5,3,1,4,5,5,4,5,4,2,5,4,4,5,5,4,5,3,2,2,2,2,4,2,3,3,4,5,5,4,4,2,4,3,4,4,5,4,4,5,5,4,4,2,3,2,4,3,4,3,5,4,4,2,4,4,2,2,5,2,4,2,4,2,4,4,5,4,51,54,52,62,52,71
1,3,2,5,2,2,1,5,5,4,5,2,4,3,3,4,3,4,4,4,4,2,3,3,4,3,3,4,3,4,5,4,4,3,2,5,4,4,4,2,2,3,4,3,3,4,4,4,3,3,2,2,4,4,2,4,4,3,5,5,4,4,3,2,4,4,4,4,5,3,2,3,5,5,2,2,2,4,3,3,4,1,4,2,4,4,3,3,2,4,5,3,4,2,1,3,4,4,5,4,56,48,46,55,59,57
2,5,3,2,3,2,3,5,4,4,4,5,2,4,3,3,4,1,4,2,4,4,2,2,1,5,2,3,2,4,3,4,4,5,3,5,2,4,4,5,2,1,4,3,4,4,4,4,2,4,1,3,3,2,2,4,3,4,2,5,2,4,3,5,5,1,3,4,4,2,5,2,4,1,1,2,2,4,2,4,2,1,5,5,2,1,2,2,4,1,1,3,2,2,2,1,5,3,2,2,45,52,51,46,57,39
4,2,2,4,3,2,5,5,4,4,5,4,4,4,4,4,4,4,2,4,4,2,1,2,1,4,2,4,4,2,4,4,2,4,5,4,4,3,2,4,4,4,4,5,4,4,2,1,3,2,2,5,4,4,3,4,4,4,4,4,2,4,2,4,4,4,4,5,4,1,2,2,4,4,2,4,2,4,4,4,2,4,3,3,2,4,2,5,2,4,5,4,4,2,2,2,4,2,2,3,50,51,59,46,62,55
4,4,4,5,3,2,2,4,4,4,2,5,5,3,5,4,1,4,4,4,5,4,3,4,2,5,5,5,3,4,2,5,4,5,1,5,4,4,4,3,2,3,4,4,3,4,3,4,2,5,2,4,3,4,3,5,4,3,1,4,4,3,4,4,2,3,2,4,4,4,3,4,4,5,4,5,3,5,2,4,3,4,3,4,5,2,4,4,4,4,4,4,4,5,4,4,4,4,5,5,63,41,67,63,65,53
5,4,3,3,4,2,5,5,2,5,5,5,4,3,3,5,2,4,2,3,2,3,2,1,2,4,2,5,1,4,4,4,2,3,4,4,4,1,4,2,3,2,3,3,5,5,4,2,5,2,2,1,4,3,3,2,4,4,4,2,4,5,2,2,3,2,3,3,4,1,4,2,3,4,2,2,2,4,4,5,4,1,4,5,3,4,2,2,1,1,5,2,2,3,1,2,5,5,2,4,45,48,47,45,54,59
4,4,4,3,4,2,2,3,2,3,4,4,4,3,2,4,4,3,3,4,1,4,2,3,1,4,4,4,3,3,4,4,2,5,4,4,5,4,3,3,3,1,5,3,1,4,5,2,4,5,1,3,3,3,1,3,3,4,2,5,4,3,2,4,4,1,3,3,2,3,4,3,4,4,3,4,4,5,4,4,2,2,4,4,5,5,2,3,3,2,4,3,2,3,3,1,4,4,4,3,46,56,56,36,59,57
4,2,3,4,4,2,5,5,2,4,5,4,4,5,2,4,4,2,5,4,2,5,4,2,2,2,2,4,2,2,4,5,4,5,5,2,5,4,2,3,2,2,5,4,2,4,5,2,4,4,2,4,4,4,2,4,5,4,2,2,4,4,2,5,4,4,2,2,2,4,5,4,4,4,2,2,5,3,4,4,2,3,5,2,5,4,2,4,4,2,5,2,1,4,5,2,5,5,4,2,41,65,63,37,59,64
2,4,4,2,5,2,4,4,2,4,4,4,2,3,2,3,3,3,4,4,3,3,2,3,2,3,4,3,2,2,3,4,4,3,2,4,4,3,4,3,3,3,3,4,4,4,4,4,2,3,2,2,4,4,4,4,4,4,3,4,4,4,3,3,4,2,4,4,3,2,2,2,2,4,3,4,2,4,4,4,4,2,4,2,2,4,4,4,2,2,2,2,2,2,3,2,4,4,2,2,47,49,48,52,58,48
5,4,4,3,5,2,3,4,4,2,5,5,3,4,5,2,3,4,4,4,5,3,4,3,4,4,5,5,3,4,4,4,4,3,4,5,5,4,4,2,4,4,5,4,4,4,5,5,4,4,4,3,4,4,4,4,4,2,3,5,5,4,3,3,4,5,3,4,4,2,4,5,3,5,5,3,2,5,5,4,4,2,4,5,4,4,4,2,2,5,4,3,4,2,3,4,5,4,5,4,70,59,43,67,64,65
5,2,5,2,2,1,5,5,4,5,4,5,5,5,1,4,2,4,4,4,4,2,4,1,5,3,5,4,2,2,4,4,4,5,5,5,5,4,4,2,3,3,5,4,3,3,4,3,4,3,4,5,4,1,5,5,3,5,4,5,5,4,3,3,3,4,3,4,4,2,4,3,5,3,5,4,2,2,3,5,4,4,2,3,4,4,1,4,2,4,4,2,4,4,5,2,4,4,4,2,48,52,58,58,61,71
4,4,1,4,4,1,4,4,4,5,1,2,3,4,4,3,4,1,4,5,2,2,2,2,4,4,2,5,2,3,4,2,2,2,2,4,4,4,2,4,2,1,4,5,1,4,2,2,4,5,2,4,2,5,4,2,3,4,2,3,2,4,5,4,4,2,2,4,4,5,3,2,5,3,1,2,2,2,5,4,2,2,4,3,2,3,2,5,4,1,3,2,4,4,4,2,4,4,1,4,36,44,59,41,59,58
4,4,2,5,4,1,3,5,2,4,4,1,3,4,3,2,3,1,4,5,3,2,1,2,1,5,4,4,2,2,2,5,4,2,4,2,3,4,3,3,2,1,3,4,3,4,2,2,2,4,2,3,2,1,4,5,2,4,3,2,3,4,4,3,4,1,4,4,3,3,3,2,4,4,4,4,3,2,2,3,2,2,4,1,2,4,2,4,3,1,3,5,4,2,2,1,3,2,1,2,23,46,51,47,69,47
2,4,5,3,1,5,2,5,4,4,5,5,5,5,3,5,5,5,5,5,5,5,3,1,3,5,5,5,1,5,3,4,4,5,2,5,5,5,3,5,2,2,4,5,5,5,4,5,5,5,4,5,1,5,2,5,1,4,2,5,5,5,4,5,2,2,5,5,5,4,5,1,5,2,5,5,1,5,4,5,5,1,5,5,5,5,2,5,1,4,5,1,3,5,1,1,4,5,5,5,61,41,71,63,71,65
3,4,2,4,1,5,5,5,2,2,4,4,4,4,2,2,4,2,3,4,2,2,2,2,4,4,2,4,2,5,4,4,4,2,4,4,5,2,4,2,4,1,3,4,2,3,2,3,5,2,1,2,3,5,2,2,2,2,2,4,4,4,4,2,4,2,4,2,2,2,4,4,5,3,2,3,2,5,2,4,4,4,4,4,4,4,1,4,4,4,3,4,2,4,2,4,4,2,2,2,58,48,44,38,56,60
4,5,2,3,2,5,2,4,1,5,5,5,5,5,1,4,5,4,4,2,1,5,2,4,4,3,2,4,2,4,2,4,2,3,2,4,4,4,3,3,2,4,3,2,1,4,4,4,3,4,1,4,4,5,2,3,3,2,2,4,5,4,2,4,4,4,3,4,2,2,5,3,5,1,1,3,5,5,1,3,5,3,5,3,4,2,2,4,2,3,2,2,1,4,2,4,4,4,2,3,65,53,57,30,52,53
4,4,3,4,2,5,3,4,2,4,4,5,5,2,4,2,2,4,4,4,2,4,2,1,5,3,4,4,2,5,4,2,2,2,4,5,4,4,3,2,1,4,4,4,2,4,4,4,4,2,2,4,2,5,5,4,3,4,4,5,5,3,3,3,2,5,4,2,2,3,4,4,5,4,4,5,2,5,5,4,2,2,2,5,5,3,2,2,4,5,5,2,4,5,4,4,5,4,5,3,71,45,54,44,51,71
4,3,2,4,3,5,4,4,1,4,3,4,4,3,1,3,2,2,4,5,3,3,2,4,2,5,3,5,4,5,4,4,3,3,2,2,5,4,3,3,2,3,4,4,1,4,5,1,5,4,1,2,2,5,5,3,4,4,1,4,2,2,2,4,2,5,4,5,2,4,2,5,5,4,2,4,2,5,4,4,2,1,2,2,2,3,2,3,3,2,5,4,4,3,2,3,5,4,4,4,57,39,54,36,61,63
4,3,3,4,3,5,3,4,2,4,3,4,5,3,2,3,2,4,5,3,2,4,1,2,3,4,2,4,2,5,3,5,4,3,2,4,4,3,4,2,3,5,5,3,2,4,3,4,3,4,3,4,2,5,3,4,2,3,5,4,4,4,4,3,3,4,3,3,4,4,4,2,5,4,3,5,3,5,2,4,4,2,4,4,2,2,3,2,1,5,3,4,2,4,3,5,4,3,5,3,67,44,55,46,57,57
4,5,4,3,4,5,3,4,3,3,4,4,4,5,2,4,4,3,4,4,2,4,3,4,4,5,5,4,3,5,4,4,3,4,2,4,5,4,4,4,3,3,4,4,3,5,4,2,5,4,1,4,3,5,3,4,2,3,3,4,4,5,3,5,4,3,3,4,4,3,5,4,5,4,3,4,3,5,4,4,4,4,4,4,4,3,2,4,4,3,4,1,2,3,2,4,4,5,4,3,62,55,61,47,64,64
5,4,4,5,5,5,1,5,5,1,4,5,5,5,2,3,1,2,1,1,5,4,2,1,1,4,2,5,5,5,1,5,4,1,2,5,4,5,5,1,1,1,5,1,5,3,5,5,2,4,1,4,4,5,1,5,5,5,5,5,5,5,4,4,1,2,4,2,5,5,5,3,1,2,1,2,4,5,4,5,5,2,5,5,5,5,1,4,1,1,2,2,1,2,5,1,5,5,5,4,56,55,51,55,60,47
5,3,4,5,1,4,4,4,3,4,4,5,5,2,3,3,3,4,5,3,4,4,3,3,2,4,5,4,1,5,5,5,4,4,3,5,3,5,3,5,1,5,3,3,4,5,5,5,5,1,4,4,1,5,3,5,2,5,3,5,4,4,5,5,4,3,3,4,4,4,5,2,5,3,3,4,1,5,3,4,5,1,4,4,5,3,2,5,3,5,5,1,2,2,3,5,4,5,5,3,70,45,64,57,54,65
4,4,4,3,2,4,2,4,5,3,2,4,5,4,3,2,2,1,3,3,5,3,4,4,3,4,5,4,2,5,3,4,4,1,1,4,4,4,4,3,1,1,2,4,5,4,5,3,2,4,4,1,4,5,1,4,5,2,2,5,2,4,4,3,4,1,2,4,5,4,4,4,4,4,4,4,4,5,4,3,5,3,5,5,2,2,2,3,3,1,4,3,5,3,4,4,5,5,5,4,56,49,46,69,59,47
2,2,2,4,2,4,2,4,4,4,4,4,5,2,3,3,4,2,4,2,2,2,2,2,3,2,2,4,2,5,2,4,2,2,4,4,4,4,2,4,4,2,4,4,2,3,2,4,4,2,2,4,3,4,2,4,2,2,2,2,4,4,3,4,5,2,4,1,2,4,5,4,4,2,2,2,4,4,4,4,2,2,4,4,5,4,4,2,2,2,4,3,2,4,4,4,4,2,2,5,53,53,50,38,48,57
4,3,4,4,2,4,2,5,3,4,2,5,5,1,2,4,1,5,5,5,4,4,3,5,4,5,3,4,4,5,4,4,4,2,2,5,3,4,4,4,2,4,4,5,4,4,4,5,5,4,4,4,3,5,4,4,3,2,2,5,4,4,4,3,2,5,4,3,4,5,3,4,5,4,4,5,3,5,4,5,2,4,4,5,4,4,2,4,3,5,5,3,5,3,4,3,3,4,4,2,75,44,60,56,63,66
4,5,3,5,2,4,3,3,4,4,2,5,3,3,5,4,3,3,3,4,4,4,2,2,2,5,3,4,3,3,2,3,3,4,1,5,4,4,4,4,2,3,3,4,4,5,3,4,4,5,3,4,3,4,2,4,4,3,1,5,4,3,4,4,2,3,4,4,4,4,3,3,4,4,3,4,4,4,3,4,2,3,3,4,4,4,3,4,2,3,4,4,3,4,3,4,4,3,4,4,59,39,64,56,63,53
